web_scraper_order,web_scraper_start_url,Noms,Prix,adresse,image
"1771982494-1","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","350 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3165517_uploaded_image1_1623360217.jpg"
"1771982494-2","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","155CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3165428_uploaded_image1_1623355687.jpg"
"1771982494-3","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","180CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3162820_uploaded_image1_1623248972.jpg"
"1771982494-4","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","250CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3161527_uploaded_image1_1623190582.jpg"
"1771982494-5","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","200 000CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_3160150_uploaded_image1_1623151030.jpg"
"1771982494-6","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","200CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3154407_uploaded_image1_1622885132.jpg"
"1771982494-7","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton ladoum","1 000 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3153877_uploaded_image1_1622844697.jpg"
"1771982494-8","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","250 000CFA","Gassane, Sénégal","https://images.coinafrique.com/thumb_3153454_uploaded_image1_1622828388.jpg"
"1771982494-9","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","250 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3153449_uploaded_image1_1622828161.jpg"
"1771982494-10","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","210 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3151931_uploaded_image1_1622767626.jpg"
"1771982494-11","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","700 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3145912_uploaded_image2_1622569835.jpeg"
"1771982494-12","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","500 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3145480_uploaded_image1_1622560253.jpg"
"1771982494-13","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","600 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3144633_uploaded_image1_1622546332.jpg"
"1771982494-14","https://sn.coinafrique.com/categorie/moutons?page=9","Male Ladoum","450 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3143502_uploaded_image1_1622507497.jpg"
"1771982494-15","https://sn.coinafrique.com/categorie/moutons?page=9","Femelle Ladoum","350 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3143495_uploaded_image1_1622507267.jpg"
"1771982494-16","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","120 000CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3141522_uploaded_image1_1622402197.jpg"
"1771982494-17","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","270 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3141152_uploaded_image1_1622385589.jpg"
"1771982494-18","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton mâle ladoum","750 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3139166_uploaded_image1_1622241816.jpg"
"1771982494-19","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","550 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3136929_uploaded_image1_1622134184.jpg"
"1771982494-20","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","650 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3136910_uploaded_image1_1622133426.jpg"
"1771982494-21","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3135711_uploaded_image1_1622076866.jpg"
"1771982494-22","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","180 000CFA","Tambacounda, Sénégal","https://images.coinafrique.com/thumb_3133899_uploaded_image1_1622011484.jpg"
"1771982494-23","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3133634_uploaded_image1_1621978901.jpg"
"1771982494-24","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","400 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3132695_uploaded_image1_1621945966.jpg"
"1771982494-25","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","450 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3132504_uploaded_image1_1621939733.jpg"
"1771982494-26","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","250CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3131504_uploaded_image1_1621878820.jpg"
"1771982494-27","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","260 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3131090_uploaded_image1_1621863797.jpg"
"1771982494-28","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","260 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3131073_uploaded_image1_1621863245.jpg"
"1771982494-29","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","300 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3129949_uploaded_image1_1621793816.jpg"
"1771982494-30","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3129881_uploaded_image1_1621790348.jpg"
"1771982494-31","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","130 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3124707_uploaded_image1_1621508334.jpg"
"1771982494-32","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3121447_uploaded_image1_1621352794.jpg"
"1771982494-33","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","Prix sur demande","Louga, Sénégal","https://images.coinafrique.com/thumb_3120284_uploaded_image1_1621294373.jpg"
"1771982494-34","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","Prix sur demande","Matam, Sénégal","https://images.coinafrique.com/thumb_3118443_uploaded_image1_1621203269.jpg"
"1771982494-35","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","225 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3117928_uploaded_image1_1621182243.jpg"
"1771982494-36","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Balibali","225 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3117923_uploaded_image1_1621182115.jpg"
"1771982494-37","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","200 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3117830_uploaded_image1_1621178591.jpg"
"1771982494-38","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_3117116_uploaded_image1_1621122777.jpg"
"1771982494-39","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","4 000 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3116200_uploaded_image1_1621076633.jpg"
"1771982494-40","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","190 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3115959_uploaded_image1_1621062022.jpg"
"1771982494-41","https://sn.coinafrique.com/categorie/moutons?page=9","Ladoum","350 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3115620_uploaded_image1_1621024470.jpg"
"1771982494-42","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","1 800 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3110534_uploaded_image1_1620742367.jpg"
"1771982494-43","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","2 500 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3106570_uploaded_image1_1620570343.jpg"
"1771982494-44","https://sn.coinafrique.com/categorie/moutons?page=9","Géniteur Ladoum pure sang","1 900 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_3102835_uploaded_image1_1620385087.jpg"
"1771982494-45","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3102684_uploaded_image1_1620380205.jpg"
"1771982494-46","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","350 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3093792_uploaded_image1_1620035801.jpg"
"1771982494-47","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","250CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3092792_uploaded_image1_1619987915.jpg"
"1771982494-48","https://sn.coinafrique.com/categorie/moutons?page=9","Brebis Ladoum","220 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3088829_uploaded_image1_1619818625.jpg"
"1771982494-49","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton ladoum mâle","450 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3085602_uploaded_image1_1619649966.jpg"
"1771982494-50","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","160 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3055527_uploaded_image1_1618260503.jpg"
"1771982494-51","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton  Ladoum","450 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3047335_uploaded_image1_1617885809.jpg"
"1771982494-52","https://sn.coinafrique.com/categorie/moutons?page=9","Agnelle","750 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3043381_uploaded_image1_1617725296.jpg"
"1771982494-53","https://sn.coinafrique.com/categorie/moutons?page=9","Bélier","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3042642_uploaded_image1_1617706512.jpg"
"1771982494-54","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton femelle","180 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3041846_uploaded_image1_1617658097.jpg"
"1771982494-55","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton femelle","180 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3041841_uploaded_image1_1617657790.jpg"
"1771982494-56","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","180 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3041812_uploaded_image1_1617656584.jpg"
"1771982494-57","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","750 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3040996_uploaded_image1_1617627699.jpg"
"1771982494-58","https://sn.coinafrique.com/categorie/moutons?page=9","Géniteur Ladoum","450 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3033045_uploaded_image1_1617285418.jpg"
"1771982494-59","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton  Ladoum","450 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3020572_uploaded_image1_1616677722.jpg"
"1771982494-60","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton tchadien","250 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3013836_uploaded_image1_1616361582.jpg"
"1771982494-61","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","250 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3013830_uploaded_image1_1616361380.jpg"
"1771982494-62","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","400 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3013240_uploaded_image1_1616333119.jpg"
"1771982494-63","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton femelle","90 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3012233_uploaded_image1_1616257139.jpg"
"1771982494-64","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Joe Biden à 12 mois","1 000 000CFA","Mbacke, Sénégal","https://images.coinafrique.com/thumb_3012077_uploaded_image1_1616251418.jpg"
"1771982494-65","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","215CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3006395_uploaded_image1_1615979750.jpg"
"1771982494-66","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","260 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3005044_uploaded_image1_1615911147.jpg"
"1771982494-67","https://sn.coinafrique.com/categorie/moutons?page=9","Femelle Ladoume","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2997713_uploaded_image1_1615532413.jpg"
"1771982494-68","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","180 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2996408_uploaded_image1_1615467838.jpg"
"1771982494-69","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","225 000CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_2995220_uploaded_image1_1615405646.jpg"
"1771982494-70","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","220 000CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_2993929_uploaded_image1_1615364203.jpg"
"1771982494-71","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","230 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_2992212_uploaded_image1_1615286546.jpg"
"1771982494-72","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","225 000CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_2989832_uploaded_image1_1615150211.jpg"
"1771982494-73","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","250 000CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_2986456_uploaded_image1_1614949609.jpg"
"1771982494-74","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2981131_uploaded_image1_1614723235.jpg"
"1771982494-75","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","500 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2978859_uploaded_image1_1614641038.jpg"
"1771982494-76","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","1 000 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2966096_uploaded_image1_1614044325.jpg"
"1771982494-77","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","400 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_2965030_uploaded_image1_1614000468.jpg"
"1771982494-78","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","1 200 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_2962083_uploaded_image1_1613830070.jpg"
"1771982494-79","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","450 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_2959533_uploaded_image1_1613691271.jpg"
"1771982494-80","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","175 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2959176_uploaded_image1_1613676042.jpg"
"1771982494-81","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","100 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2956672_uploaded_image1_1613577248.jpg"
"1771982494-82","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton ladoum sang ghandy - magistrat","950 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2936901_uploaded_image1_1612664090.jpg"
"1771982494-83","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons Ladoum","750 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_2934178_uploaded_image1_1612542098.jpg"
"1771982494-84","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","750 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_2934157_uploaded_image1_1612541422.jpg"
"1771982501-85","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","400 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3234604_uploaded_image1_1626553559.jpg"
"1771982501-86","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1771982501-87","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234206_uploaded_image1_1626536991.jpg"
"1771982501-88","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234203_uploaded_image1_1626536931.jpg"
"1771982501-89","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234200_uploaded_image1_1626536847.jpg"
"1771982501-90","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","180 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3233334_uploaded_image1_1626498417.jpg"
"1771982501-91","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","135CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3232750_uploaded_image1_1626455163.jpg"
"1771982501-92","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton Ladoum","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3231711_uploaded_image1_1626418518.jpg"
"1771982501-93","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton tabaski","200CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3231584_uploaded_image1_1626394551.jpg"
"1771982501-94","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton Ladoum Azawatt","270 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3231482_uploaded_image1_1626389780.jpg"
"1771982501-95","https://sn.coinafrique.com/categorie/moutons?page=7","Moutons","130 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3230370_uploaded_image1_1626354354.jpg"
"1771982501-96","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","275 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3229226_uploaded_image1_1626304738.jpg"
"1771982501-97","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton métisse Ladoum - Azawatte","500 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3228766_uploaded_image1_1626285669.jpg"
"1771982501-98","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","130 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3228411_uploaded_image1_1626275304.jpg"
"1771982501-99","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","300CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3228191_uploaded_image1_1626269155.jpg"
"1771982501-100","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","350 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3227288_uploaded_image1_1626223015.jpg"
"1771982501-101","https://sn.coinafrique.com/categorie/moutons?page=7","Moutons","150 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3227147_uploaded_image1_1626215164.jpg"
"1771982501-102","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3226810_uploaded_image1_1626204272.jpg"
"1771982501-103","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3226456_uploaded_image1_1626192185.jpg"
"1771982501-104","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","145 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3226450_uploaded_image1_1626191921.jpg"
"1771982501-105","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3225419_uploaded_image1_1626164192.jpg"
"1771982501-106","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","165 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3225377_uploaded_image3_1626161521.jpeg"
"1771982501-107","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton ladoum","550 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3225293_uploaded_image1_1626152188.jpg"
"1771982501-108","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3225091_uploaded_image1_1626129260.jpg"
"1771982501-109","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton ladoum","400 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3224927_uploaded_image1_1626122582.jpg"
"1771982501-110","https://sn.coinafrique.com/categorie/moutons?page=7","Moutons","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3224918_uploaded_image1_1626121929.jpg"
"1771982501-111","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3224266_uploaded_image1_1626100952.jpg"
"1771982501-112","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3224262_uploaded_image2_1626100874.jpeg"
"1771982501-113","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","250 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3223832_uploaded_image1_1626089576.jpg"
"1771982501-114","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","210 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_3223126_uploaded_image1_1626044694.jpg"
"1771982501-115","https://sn.coinafrique.com/categorie/moutons?page=7","Bélier élevage","190 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222700_uploaded_image1_1626026251.jpg"
"1771982501-116","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","175CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3222227_uploaded_image1_1626008442.jpg"
"1771982501-117","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","200 000 350 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222040_uploaded_image1_1625998071.jpg"
"1771982501-118","https://sn.coinafrique.com/categorie/moutons?page=7","Moutons","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3221174_uploaded_image1_1625933715.jpg"
"1771982501-119","https://sn.coinafrique.com/categorie/moutons?page=7","Agneau ladoum","750 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3221082_uploaded_image1_1625930320.jpg"
"1771982501-120","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton ladoum","1 000 500CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3221076_uploaded_image1_1625930215.jpg"
"1771982501-121","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3221011_uploaded_image1_1625928152.jpg"
"1771982501-122","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3221005_uploaded_image1_1625927894.jpg"
"1771982501-123","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton de tabaski","200 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3220217_uploaded_image1_1625900638.jpg"
"1771982501-124","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","225 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3219247_uploaded_image1_1625842824.jpg"
"1771982501-125","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton métisse Toubab beer Ladoum","235 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_3218966_uploaded_image1_1625834036.jpg"
"1771982501-126","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","45 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3218372_uploaded_image2_1625814032.jpeg"
"1771982501-127","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton élevage","105 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3218187_uploaded_image1_1625786936.jpg"
"1771982501-128","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton de tabaski","550 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3218024_uploaded_image1_1625780916.jpg"
"1771982501-129","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","600 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3217736_uploaded_image1_1625770179.jpg"
"1771982501-130","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","150 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3216122_uploaded_image1_1625710005.jpg"
"1771982501-131","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","170 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3216121_uploaded_image1_1625709851.jpg"
"1771982501-132","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","170 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3215910_uploaded_image1_1625698657.jpg"
"1771982501-133","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","125 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3215907_uploaded_image1_1625698578.jpg"
"1771982501-134","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","215 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3215274_uploaded_image1_1625673688.jpg"
"1771982501-135","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3215139_uploaded_image1_1625669877.jpg"
"1771982501-136","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","250 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3215045_uploaded_image1_1625667206.jpg"
"1771982501-137","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","210 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3214030_uploaded_image1_1625621261.jpg"
"1771982501-138","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton Ladoum","280 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3213921_uploaded_image1_1625613407.jpg"
"1771982501-139","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton Ladoum Azawatt","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3213116_uploaded_image1_1625587636.jpg"
"1771982501-140","https://sn.coinafrique.com/categorie/moutons?page=7","Mouton","680CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3212869_uploaded_image1_1625581526.jpg"
