web_scraper_order,web_scraper_start_url,Noms,Prix,adresse,image
"1771982520-453","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4242585_uploaded_image1_1685904799.jpg"
"1771982520-454","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","250CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4242404_uploaded_image1_1685886566.jpg"
"1771982520-455","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","450 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4237665_uploaded_image1_1685571128.jpg"
"1771982520-456","https://sn.coinafrique.com/categorie/moutons?page=3","Bélier","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4237485_uploaded_image2_1685558172.jpeg"
"1771982520-457","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","500 000CFA","Fatick, Sénégal","https://images.coinafrique.com/thumb_4236443_uploaded_image1_1685486347.jpg"
"1771982520-458","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","380 000CFA","Fatick, Sénégal","https://images.coinafrique.com/thumb_4231286_uploaded_image1_1685106907.jpg"
"1771982520-459","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4231235_uploaded_image1_1685104452.jpg"
"1771982520-460","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","170 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4229136_uploaded_image1_1684963414.jpg"
"1771982520-461","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","800 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4228472_uploaded_image1_1684932143.jpg"
"1771982520-462","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","8 000 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4228460_uploaded_image1_1684931869.jpg"
"1771982520-463","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","320 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4227161_uploaded_image1_1684849083.jpg"
"1771982520-464","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","260 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4226905_uploaded_image1_1684839391.jpg"
"1771982520-465","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4223526_uploaded_image1_1684587013.jpg"
"1771982520-466","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","97 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4223524_uploaded_image1_1684586944.jpg"
"1771982520-467","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4223486_uploaded_image1_1684584830.jpg"
"1771982520-468","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4223484_uploaded_image1_1684584742.jpg"
"1771982520-469","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4223482_uploaded_image1_1684584677.jpg"
"1771982520-470","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4220644_uploaded_image1_1684400816.jpg"
"1771982520-471","https://sn.coinafrique.com/categorie/moutons?page=3","Brebis","500 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4213425_uploaded_image1_1683904439.jpg"
"1771982520-472","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","270 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4211097_uploaded_image1_1683765005.jpg"
"1771982520-473","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","135 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4206601_uploaded_image1_1683485065.jpg"
"1771982520-474","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","180 000CFA","Matam, Sénégal","https://images.coinafrique.com/thumb_4204058_uploaded_image1_1683299567.jpg"
"1771982520-475","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4202091_uploaded_image1_1683204935.jpg"
"1771982520-476","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","125 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4200797_uploaded_image1_1683131853.jpg"
"1771982520-477","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4198927_uploaded_image1_1683045296.jpg"
"1771982520-478","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","240 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4198569_uploaded_image1_1683033551.jpg"
"1771982520-479","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","800 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4198188_uploaded_image1_1683021884.jpg"
"1771982520-480","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","75 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4196101_uploaded_image1_1682881390.jpg"
"1771982520-481","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","850 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4195346_uploaded_image1_1682806636.jpg"
"1771982520-482","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","125 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4192844_uploaded_image1_1682618419.jpg"
"1771982520-483","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4177437_uploaded_image1_1681517035.jpg"
"1771982520-484","https://sn.coinafrique.com/categorie/moutons?page=3","Brebis","75 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4175237_uploaded_image1_1681390037.jpg"
"1771982520-485","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4169738_uploaded_image1_1681049475.jpg"
"1771982520-486","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Azawat","150 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4160771_uploaded_image1_1680528476.jpg"
"1771982520-487","https://sn.coinafrique.com/categorie/moutons?page=3","Brebis","95 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4155201_uploaded_image1_1680182796.jpg"
"1771982520-488","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","600 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4152006_uploaded_image1_1679997359.jpg"
"1771982520-489","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","500 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4150306_uploaded_image1_1679880896.jpg"
"1771982520-490","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Ladoum Azawatt","400 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4150287_uploaded_image1_1679880266.jpg"
"1771982520-491","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","500 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4143070_uploaded_image1_1679409169.jpg"
"1771982520-492","https://sn.coinafrique.com/categorie/moutons?page=3","Brebis","110 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4141471_uploaded_image1_1679321283.jpg"
"1771982520-493","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton femelle Ladoum","400 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4127293_uploaded_image1_1678381991.jpg"
"1771982520-494","https://sn.coinafrique.com/categorie/moutons?page=3","Agnelle Ladoum","125 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4124306_uploaded_image1_1678211736.jpg"
"1771982520-495","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","150 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4100015_uploaded_image1_1676717834.jpg"
"1771982520-496","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","120 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4069918_uploaded_image1_1675008490.jpg"
"1771982520-497","https://sn.coinafrique.com/categorie/moutons?page=3","Moutons","130 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4067794_uploaded_image1_1674832065.jpg"
"1771982520-498","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1771982520-499","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton femelle Ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061067_uploaded_image1_1674421753.jpg"
"1771982520-500","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton  agnelle","350 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4060011_uploaded_image1_1674334569.jpg"
"1771982520-501","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","300 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_4055616_uploaded_image1_1674061476.jpg"
"1771982520-502","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Ladoum","300 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_4055594_uploaded_image1_1674060909.jpg"
"1771982520-503","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","90 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4045236_uploaded_image1_1673453334.jpg"
"1771982520-504","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4045097_uploaded_image1_1673450121.jpg"
"1771982525-505","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton Ladoum","350 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4905476_uploaded_image1_1724281103.jpg"
"1771982525-506","https://sn.coinafrique.com/categorie/moutons?page=2","Ladoum Mix","250 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885680_uploaded_image1_1723205050.jpg"
"1771982525-507","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","75 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1771982525-508","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4853595_uploaded_image1_1721562658.jpg"
"1771982525-509","https://sn.coinafrique.com/categorie/moutons?page=2","Femelle ladoum noir et blanc","400 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4852565_uploaded_image1_1721485586.jpg"
"1771982525-510","https://sn.coinafrique.com/categorie/moutons?page=2","Femelle Ladoum","400 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4848659_uploaded_image1_1721291754.jpg"
"1771982525-511","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton Ladoum","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4840583_uploaded_image1_1720818332.jpg"
"1771982525-512","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","160 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4789073_uploaded_image1_1718035599.jpg"
"1771982525-513","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","225 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4794716_uploaded_image1_1718315507.jpg"
"1771982525-514","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton tabaski","250 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4786370_uploaded_image1_1717857322.jpg"
"1771982525-515","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","225 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4794035_uploaded_image1_1718284983.jpg"
"1771982525-516","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton Tabaski","250 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4785437_uploaded_image1_1717797271.jpg"
"1771982525-517","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","170 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4785428_uploaded_image1_1717796909.jpg"
"1771982525-518","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton tabaski Azawat","265 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4785420_uploaded_image1_1717796700.jpg"
"1771982525-519","https://sn.coinafrique.com/categorie/moutons?page=2","Foin","4 700CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4807498_uploaded_image1_1719210756.jpg"
"1771982525-520","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton ladoum","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4754458_uploaded_image1_1716290235.jpg"
"1771982525-521","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","150CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4795886_uploaded_image1_1718392315.jpg"
"1771982525-522","https://sn.coinafrique.com/categorie/moutons?page=2","Moutons","320CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4792297_uploaded_image1_1718199825.jpg"
"1771982525-523","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","270 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4789672_uploaded_image1_1718065178.jpg"
"1771982525-524","https://sn.coinafrique.com/categorie/moutons?page=2","Bélier","300CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4788927_uploaded_image1_1718028874.jpg"
"1771982525-525","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","350 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787372_uploaded_image1_1717941182.jpg"
"1771982525-526","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","195 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1771982525-527","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton Azawat","160 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4780599_uploaded_image1_1717584331.jpg"
"1771982525-528","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","275 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4777249_uploaded_image1_1717432764.jpg"
"1771982525-529","https://sn.coinafrique.com/categorie/moutons?page=2","Moutons de Tabaski","320CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4777233_uploaded_image1_1717432319.jpg"
"1771982525-530","https://sn.coinafrique.com/categorie/moutons?page=2","Moutons","120 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1771982525-531","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","125 000CFA","Gassane, Sénégal","https://images.coinafrique.com/thumb_4769840_uploaded_image1_1717055825.jpg"
"1771982525-532","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","90 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4767940_uploaded_image1_1716976497.jpg"
"1771982525-533","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","300 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4766880_uploaded_image1_1716912783.jpg"
"1771982525-534","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","Prix sur demande","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4757844_uploaded_image1_1716459279.jpg"
"1771982525-535","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","150 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_4748231_uploaded_image1_1715934057.jpg"
"1771982525-536","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","275 000CFA","Sipres, Dakar, Sénégal","https://images.coinafrique.com/thumb_4747250_uploaded_image1_1715876701.jpg"
"1771982525-537","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4741757_uploaded_image1_1715629546.jpg"
"1771982525-538","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","375 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4741635_uploaded_image1_1715623935.jpg"
"1771982525-539","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","175 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4731309_uploaded_image1_1715104342.jpg"
"1771982525-540","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton Ladoum","Prix sur demande","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4719240_uploaded_image1_1714554654.jpg"
"1771982525-541","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","300 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4725591_uploaded_image1_1714828482.jpg"
"1771982525-542","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","275CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4725589_uploaded_image1_1714828398.jpg"
"1771982525-543","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","300 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4725585_uploaded_image1_1714828278.jpg"
"1771982525-544","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","Prix sur demande","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4680580_uploaded_image1_1712496965.jpg"
"1771982525-545","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","190 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4721636_uploaded_image1_1714655385.jpg"
"1771982525-546","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","220 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4721626_uploaded_image1_1714655032.jpg"
"1771982525-547","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton Azawat","280 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4715180_uploaded_image1_1714322575.jpg"
"1771982525-548","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton Ladoum","1 300 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4705081_uploaded_image2_1713794349.jpeg"
"1771982525-549","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4703542_uploaded_image1_1713713023.jpg"
"1771982525-550","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton Ladoum","500 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4703472_uploaded_image1_1713709692.jpg"
"1771982525-551","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton soudanais","385 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4678969_uploaded_image1_1712396340.jpg"
"1771982525-552","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton tchadienne","275 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4678964_uploaded_image1_1712396100.jpg"
"1771982525-553","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","320 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4677640_uploaded_image1_1712323497.jpg"
"1771982525-554","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","250CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4671961_uploaded_image1_1712077263.jpg"
"1771982525-555","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","200 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4666295_uploaded_image1_1711750194.jpg"
"1771982525-556","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton ladoum","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4635646_uploaded_image1_1710109869.jpg"
"1771982525-557","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton  ladoum","750 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4600147_uploaded_image1_1708304604.jpg"
"1771982525-558","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton Ladoum métisse","175 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4574584_uploaded_image1_1706868441.jpg"
"1771982525-559","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","200 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4536120_uploaded_image1_1704815810.jpg"
"1771982525-560","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","250 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4530463_uploaded_image1_1704536315.jpg"
"1771982525-561","https://sn.coinafrique.com/categorie/moutons?page=2","Moutons","500 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4501360_uploaded_image1_1702662448.jpg"
"1771982525-562","https://sn.coinafrique.com/categorie/moutons?page=2","Bélier","160 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4484443_uploaded_image1_1701696864.jpg"
"1771982525-563","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton Ladoum","300 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4465409_uploaded_image1_1700496107.jpg"
"1771982525-564","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton Ladoum","1 000 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4444713_uploaded_image1_1699193772.jpg"
"1771982525-565","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton Ladoum","300 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4438683_uploaded_image1_1698850338.jpg"
"1771982525-566","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton Ladoum","300CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4438677_uploaded_image1_1698850236.jpg"
"1771982525-567","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","130 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4438670_uploaded_image1_1698850115.jpg"
"1771982525-568","https://sn.coinafrique.com/categorie/moutons?page=2","Femelle Ladoum","750 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4437187_uploaded_image1_1698769870.jpg"
"1771982525-569","https://sn.coinafrique.com/categorie/moutons?page=2","Brebis","700 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4430520_uploaded_image1_1698276223.jpg"
"1771982525-570","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton Brebis","700 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4423962_uploaded_image1_1697827433.jpg"
"1771982525-571","https://sn.coinafrique.com/categorie/moutons?page=2","Femelle Ladoum","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4384585_uploaded_image1_1695244150.jpg"
"1771982525-572","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","250 000CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_4372450_uploaded_image1_1694450195.jpg"
"1771982525-573","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","135 000CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_4332510_uploaded_image1_1691845002.jpg"
"1771982525-574","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","300 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4324452_uploaded_image1_1691333001.jpg"
"1771982525-575","https://sn.coinafrique.com/categorie/moutons?page=2","Brebis","160 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4324447_uploaded_image1_1691332476.jpg"
"1771982525-576","https://sn.coinafrique.com/categorie/moutons?page=2","Brebis","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4312063_uploaded_image1_1690547414.jpg"
"1771982525-577","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","350 000CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_4296534_uploaded_image1_1689514011.jpg"
"1771982525-578","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","250 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4263827_uploaded_image1_1687286750.jpg"
"1771982525-579","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","265 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4263826_uploaded_image1_1687286656.jpg"
"1771982525-580","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","295CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4263820_uploaded_image1_1687286438.jpg"
"1771982525-581","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton Ladoum","500 000CFA","Kaffrine, Sénégal","https://images.coinafrique.com/thumb_4295855_uploaded_image1_1689444388.jpg"
"1771982525-582","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton ladoum","650 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4290166_uploaded_image1_1689087261.jpg"
"1771982525-583","https://sn.coinafrique.com/categorie/moutons?page=2","Moutons","350 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4286897_uploaded_image1_1688846757.jpg"
"1771982525-584","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","420 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4277689_uploaded_image1_1688305153.jpg"
"1771982525-585","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_4249782_uploaded_image1_1686325226.jpg"
"1771982525-586","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","235 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4273458_uploaded_image1_1687961288.jpg"
"1771982525-587","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton Tabaski","165 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4272920_uploaded_image1_1687908925.jpg"
"1771982525-588","https://sn.coinafrique.com/categorie/moutons?page=2","Mouton","325 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4271944_uploaded_image1_1687853532.jpg"
"1771982529-589","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","650 000CFA","Ndiass, Sénégal","https://images.coinafrique.com/thumb_5779027_uploaded_image1_1771365378.jpg"
"1771982529-590","https://sn.coinafrique.com/categorie/moutons?page=1","Mâle ladoum","650 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5777868_uploaded_image1_1771314333.jpg"
"1771982529-591","https://sn.coinafrique.com/categorie/moutons?page=1","Femelle Ladoum","300 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5731575_uploaded_image1_1768953327.jpg"
